order_id,order_date,quantity,category,status
100218,2024-01-21,2,Композиции,completed
100219,2024-01-22,1,Композиции,completed
100220,2024-01-22,1,Сборные букеты,completed
100221,2024-01-22,2,Розы,completed
100222,2024-01-22,1,Розы,completed
100223,2024-01-22,1,Сборные букеты,cancelled
100224,2024-01-22,1,Сборные букеты,completed
100225,2024-01-23,1,Пионы,completed
100226,2024-01-23,1,Пионы,completed
100227,2024-01-23,1,Тюльпаны,completed
100228,2024-01-23,1,Хризантемы,completed
100229,2024-01-23,1,Хризантемы,completed
100230,2024-01-23,1,Сборные букеты,completed
100231,2024-01-23,2,Сборные букеты,completed
100232,2024-01-23,1,Тюльпаны,completed
100233,2024-01-23,1,Розы,completed
100234,2024-01-24,1,Сборные букеты,completed
100235,2024-01-24,1,Розы,completed
100236,2024-01-24,1,Розы,completed
100237,2024-01-24,1,Сборные букеты,cancelled
100238,2024-01-24,1,Хризантемы,completed
100239,2024-01-24,2,Розы,completed
100240,2024-01-24,1,Тюльпаны,completed
100241,2024-01-24,1,Розы,completed
100242,2024-01-24,1,Хризантемы,completed
100243,2024-01-24,1,Композиции,completed
100244,2024-01-24,1,Композиции,completed
100245,2024-01-24,1,Хризантемы,completed
100246,2024-01-24,2,Сборные букеты,completed
100247,2024-01-24,1,Пионы,completed
100248,2024-01-25,2,Композиции,completed
100249,2024-01-25,1,Хризантемы,completed
100250,2024-01-25,2,Тюльпаны,completed
100251,2024-01-25,1,Тюльпаны,completed
100252,2024-01-25,1,Композиции,completed
100253,2024-01-25,1,Сборные букеты,completed
100254,2024-01-25,1,Пионы,completed
100255,2024-01-25,1,Пионы,completed
100256,2024-01-25,1,Тюльпаны,completed
100257,2024-01-25,1,Розы,completed
100258,2024-01-25,1,Композиции,completed
100259,2024-01-25,3,Розы,completed
100260,2024-01-25,1,Хризантемы,completed
100261,2024-01-25,2,Розы,completed
100262,2024-01-26,1,Пионы,completed
100263,2024-01-26,1,Сборные букеты,completed
100264,2024-01-26,1,Пионы,completed
100265,2024-01-26,1,Розы,completed
100266,2024-01-26,1,Композиции,completed
100267,2024-01-26,1,Хризантемы,completed
100268,2024-01-26,1,Розы,completed
100269,2024-01-26,1,Розы,completed
100270,2024-01-27,2,Розы,completed
100271,2024-01-27,1,Хризантемы,completed
100272,2024-01-27,2,Розы,completed
100273,2024-01-27,1,Сборные букеты,pending
100274,2024-01-27,1,Розы,completed
100275,2024-01-27,1,Розы,completed
100276,2024-01-27,1,Розы,completed
100277,2024-01-27,2,Тюльпаны,completed
100278,2024-01-27,1,Тюльпаны,completed
100279,2024-01-27,1,Хризантемы,completed
100280,2024-01-27,1,Тюльпаны,completed
100281,2024-01-27,2,Тюльпаны,pending
100282,2024-01-27,2,Розы,completed
100283,2024-01-27,2,Сборные букеты,completed
100284,2024-01-28,1,Розы,completed
100285,2024-01-28,1,Композиции,completed
100286,2024-01-28,1,Розы,completed
100287,2024-01-28,1,Розы,completed
100288,2024-01-28,1,Хризантемы,completed
100289,2024-01-28,1,Розы,completed
100290,2024-01-28,2,Композиции,completed
100291,2024-01-28,1,Хризантемы,completed
100292,2024-01-28,1,Композиции,completed
100293,2024-01-28,1,Пионы,completed
100294,2024-01-28,1,Сборные букеты,pending
100295,2024-01-29,1,Тюльпаны,cancelled
100296,2024-01-29,1,Тюльпаны,completed
100297,2024-01-29,2,Сборные букеты,completed
100298,2024-01-29,1,Розы,completed
100299,2024-01-29,1,Хризантемы,completed
100300,2024-01-29,1,Хризантемы,completed
100301,2024-01-29,1,Розы,completed
100302,2024-01-30,1,Тюльпаны,completed
100303,2024-01-30,1,Сборные букеты,completed
100304,2024-01-30,1,Хризантемы,completed
100305,2024-01-30,1,Композиции,completed
100306,2024-01-30,1,Пионы,completed
100307,2024-01-30,2,Сборные букеты,pending
100308,2024-01-30,1,Хризантемы,completed
100309,2024-01-30,1,Розы,completed
100310,2024-01-30,2,Композиции,completed
100311,2024-01-30,2,Сборные букеты,completed
100312,2024-01-31,1,Сборные букеты,completed
100313,2024-01-31,1,Розы,completed
100314,2024-01-31,1,Розы,completed
100315,2024-01-31,2,Тюльпаны,completed
100316,2024-01-31,1,Тюльпаны,completed
100317,2024-01-31,1,Тюльпаны,completed
100318,2024-01-31,1,Хризантемы,completed
100319,2024-01-31,1,Сборные букеты,completed
100320,2024-01-31,2,Хризантемы,completed
100321,2024-01-31,1,Композиции,completed
100322,2024-02-01,2,Хризантемы,completed
100323,2024-02-01,1,Сборные букеты,completed
100324,2024-02-01,1,Сборные букеты,completed
100325,2024-02-01,1,Тюльпаны,completed
100326,2024-02-01,1,Розы,cancelled
100327,2024-02-01,1,Композиции,pending
100328,2024-02-01,1,Хризантемы,completed
100329,2024-02-01,1,Сборные букеты,completed
100330,2024-02-01,2,Сборные букеты,completed
100331,2024-02-01,1,Хризантемы,completed
100332,2024-02-01,2,Розы,completed
100333,2024-02-02,1,Розы,completed
100334,2024-02-02,2,Розы,completed
100335,2024-02-02,3,Розы,completed
100336,2024-02-02,3,Композиции,completed
100337,2024-02-02,2,Тюльпаны,completed
100338,2024-02-02,2,Розы,completed
100339,2024-02-02,1,Розы,completed
100340,2024-02-02,1,Пионы,completed
100341,2024-02-02,1,Розы,completed
100342,2024-02-02,2,Композиции,completed
100343,2024-02-02,1,Хризантемы,completed
100344,2024-02-02,1,Тюльпаны,pending
100345,2024-02-02,1,Сборные букеты,completed
100346,2024-02-02,1,Розы,completed
100347,2024-02-02,1,Сборные букеты,completed
100348,2024-02-03,1,Тюльпаны,completed
100349,2024-02-03,2,Розы,completed
100350,2024-02-03,2,Хризантемы,completed
100351,2024-02-03,2,Сборные букеты,completed
100352,2024-02-03,1,Хризантемы,completed
100353,2024-02-03,2,Розы,pending
100354,2024-02-03,2,Розы,completed
100355,2024-02-03,2,Тюльпаны,cancelled
100356,2024-02-03,2,Сборные букеты,completed
100357,2024-02-03,1,Розы,completed
100358,2024-02-03,1,Композиции,completed
100359,2024-02-03,1,Хризантемы,completed
100360,2024-02-03,2,Розы,completed
100361,2024-02-03,1,Композиции,completed
100362,2024-02-03,1,Композиции,completed
100363,2024-02-03,1,Хризантемы,pending
100364,2024-02-04,1,Пионы,completed
100365,2024-02-04,2,Розы,pending
100366,2024-02-04,2,Композиции,completed
100367,2024-02-04,1,Сборные букеты,completed
100368,2024-02-04,1,Тюльпаны,completed
100369,2024-02-04,1,Хризантемы,completed
100370,2024-02-04,1,Композиции,completed
100371,2024-02-04,2,Розы,completed
100372,2024-02-04,1,Розы,completed
100373,2024-02-04,1,Хризантемы,completed
100374,2024-02-04,1,Розы,completed
100375,2024-02-04,1,Тюльпаны,completed
100376,2024-02-04,3,Розы,pending
100377,2024-02-04,1,Сборные букеты,completed
100378,2024-02-04,1,Розы,completed
100379,2024-02-05,1,Композиции,completed
100380,2024-02-05,2,Сборные букеты,completed
100381,2024-02-05,1,Сборные букеты,completed
100382,2024-02-05,2,Розы,completed
100383,2024-02-05,1,Сборные букеты,completed
100384,2024-02-05,1,Розы,completed
100385,2024-02-05,1,Розы,completed
100386,2024-02-05,1,Пионы,completed
100387,2024-02-05,1,Тюльпаны,completed
100388,2024-02-05,1,Розы,completed
100389,2024-02-05,1,Хризантемы,completed
100390,2024-02-05,2,Сборные букеты,completed
100391,2024-02-05,1,Тюльпаны,completed
100392,2024-02-05,1,Композиции,completed
100393,2024-02-05,1,Хризантемы,completed
100394,2024-02-05,1,Розы,completed
100395,2024-02-05,1,Розы,completed
100396,2024-02-06,1,Розы,completed
100397,2024-02-06,1,Сборные букеты,completed
100398,2024-02-06,1,Розы,completed
100399,2024-02-06,2,Розы,completed
100400,2024-02-06,1,Пионы,completed
100401,2024-02-06,2,Сборные букеты,completed
100402,2024-02-07,1,Сборные букеты,completed
100403,2024-02-07,1,Тюльпаны,completed
100404,2024-02-07,1,Сборные букеты,completed
100405,2024-02-07,1,Розы,completed
100406,2024-02-07,3,Розы,completed
100407,2024-02-07,2,Розы,completed
100408,2024-02-07,1,Тюльпаны,completed
100409,2024-02-07,3,Розы,completed
100410,2024-02-07,1,Хризантемы,completed
100411,2024-02-07,1,Розы,pending
100412,2024-02-07,2,Тюльпаны,completed
100413,2024-02-07,1,Сборные букеты,completed
100414,2024-02-07,3,Тюльпаны,completed
100415,2024-02-07,1,Сборные букеты,completed
100416,2024-02-07,1,Сборные букеты,completed
100417,2024-02-07,1,Сборные букеты,completed
100418,2024-02-08,1,Розы,completed
100419,2024-02-08,1,Сборные букеты,completed
100420,2024-02-08,1,Сборные букеты,pending
100421,2024-02-08,1,Композиции,completed
100422,2024-02-08,1,Тюльпаны,completed
100423,2024-02-08,1,Тюльпаны,pending
100424,2024-02-08,1,Пионы,completed
100425,2024-02-08,1,Композиции,completed
100426,2024-02-08,2,Тюльпаны,completed
100427,2024-02-08,1,Композиции,completed
100428,2024-02-08,1,Розы,cancelled
100429,2024-02-08,2,Тюльпаны,completed
100430,2024-02-08,1,Розы,completed
100431,2024-02-09,2,Розы,cancelled
100432,2024-02-09,2,Тюльпаны,completed
100433,2024-02-09,2,Пионы,completed
100434,2024-02-09,1,Розы,completed
100435,2024-02-09,2,Пионы,completed
100436,2024-02-09,1,Розы,completed
100437,2024-02-09,1,Тюльпаны,completed
100438,2024-02-09,3,Розы,completed
100439,2024-02-09,2,Розы,completed
100440,2024-02-09,1,Сборные букеты,completed
100441,2024-02-10,1,Розы,completed
100442,2024-02-10,1,Сборные букеты,completed
100443,2024-02-10,1,Композиции,completed
100444,2024-02-10,2,Тюльпаны,completed
100445,2024-02-10,2,Сборные букеты,pending
100446,2024-02-10,1,Хризантемы,completed
100447,2024-02-10,1,Сборные букеты,completed
100448,2024-02-10,1,Композиции,completed
100449,2024-02-10,1,Розы,completed
100450,2024-02-10,1,Хризантемы,completed
100451,2024-02-10,1,Композиции,completed
100452,2024-02-10,2,Тюльпаны,completed
100453,2024-02-10,2,Пионы,completed
100454,2024-02-10,1,Тюльпаны,completed
100455,2024-02-10,2,Сборные букеты,completed
100456,2024-02-11,1,Розы,completed
100457,2024-02-11,1,Тюльпаны,completed
100458,2024-02-11,1,Сборные букеты,completed
100459,2024-02-11,1,Розы,completed
100460,2024-02-11,1,Розы,completed
100461,2024-02-11,1,Хризантемы,completed
100462,2024-02-11,1,Сборные букеты,cancelled
100463,2024-02-11,1,Розы,completed
100464,2024-02-11,1,Тюльпаны,completed
100465,2024-02-11,2,Хризантемы,completed
100466,2024-02-11,2,Сборные букеты,completed
100467,2024-02-11,1,Розы,completed
100468,2024-02-11,1,Сборные букеты,completed
100469,2024-02-11,2,Розы,pending
100470,2024-02-11,1,Розы,completed
100471,2024-02-11,1,Розы,completed
100472,2024-02-12,1,Хризантемы,completed
100473,2024-02-12,1,Тюльпаны,completed
100474,2024-02-12,1,Хризантемы,cancelled
100475,2024-02-12,1,Сборные букеты,completed
100476,2024-02-12,3,Розы,completed
100477,2024-02-12,1,Сборные букеты,completed
100478,2024-02-12,2,Хризантемы,completed
100479,2024-02-12,2,Сборные букеты,completed
100480,2024-02-12,1,Розы,completed
100481,2024-02-12,2,Сборные букеты,completed
100482,2024-02-12,2,Розы,completed
100483,2024-02-12,1,Сборные букеты,completed
100484,2024-02-12,1,Розы,cancelled
100485,2024-02-12,1,Пионы,completed
100486,2024-02-12,1,Сборные букеты,completed
100487,2024-02-12,1,Розы,completed
100488,2024-02-12,1,Пионы,completed
100489,2024-02-12,1,Пионы,completed
100490,2024-02-13,1,Тюльпаны,pending
100491,2024-02-13,3,Сборные букеты,completed
100492,2024-02-13,2,Розы,completed
100493,2024-02-13,1,Розы,completed
100494,2024-02-13,1,Сборные букеты,pending
100495,2024-02-13,1,Розы,completed
100496,2024-02-13,1,Тюльпаны,completed
100497,2024-02-13,1,Розы,completed
100498,2024-02-13,1,Хризантемы,completed
100499,2024-02-13,1,Тюльпаны,completed
100500,2024-02-13,1,Хризантемы,completed
100501,2024-02-13,1,Тюльпаны,completed
100502,2024-02-13,1,Композиции,pending
100503,2024-02-13,1,Розы,pending
100504,2024-02-14,1,Тюльпаны,completed
100505,2024-02-14,1,Композиции,pending
100506,2024-02-14,3,Розы,completed
100507,2024-02-14,2,Пионы,pending
100508,2024-02-14,1,Хризантемы,completed
100509,2024-02-14,2,Розы,completed
100510,2024-02-14,1,Сборные букеты,completed
100511,2024-02-14,1,Розы,completed
100512,2024-02-14,1,Композиции,completed
100513,2024-02-14,1,Тюльпаны,cancelled
100514,2024-02-14,2,Тюльпаны,completed
100515,2024-02-14,2,Композиции,completed
100516,2024-02-14,1,Композиции,completed
100517,2024-02-14,2,Тюльпаны,completed
100518,2024-02-14,2,Сборные букеты,completed
100519,2024-02-14,1,Розы,completed
100520,2024-02-14,1,Сборные букеты,cancelled
100521,2024-02-14,2,Хризантемы,completed
100522,2024-02-14,2,Сборные букеты,completed
100523,2024-02-14,2,Хризантемы,pending
100524,2024-02-14,1,Тюльпаны,completed
100525,2024-02-14,1,Тюльпаны,completed
100526,2024-02-14,3,Розы,completed
100527,2024-02-14,1,Композиции,completed
100528,2024-02-14,1,Тюльпаны,completed
100529,2024-02-14,1,Хризантемы,completed
100530,2024-02-14,1,Хризантемы,completed
100531,2024-02-14,1,Сборные букеты,completed
100532,2024-02-14,1,Композиции,completed
100533,2024-02-14,1,Композиции,completed
100534,2024-02-14,1,Розы,completed
100535,2024-02-14,1,Сборные букеты,completed
100536,2024-02-14,2,Композиции,completed
100537,2024-02-14,1,Розы,completed
100538,2024-02-14,1,Тюльпаны,completed
100539,2024-02-14,1,Тюльпаны,completed
100540,2024-02-14,2,Тюльпаны,completed
100541,2024-02-14,1,Сборные букеты,completed
100542,2024-02-14,1,Тюльпаны,completed
100543,2024-02-14,1,Сборные букеты,completed
100544,2024-02-14,1,Розы,cancelled
100545,2024-02-14,2,Композиции,completed
100546,2024-02-14,1,Тюльпаны,completed
100547,2024-02-14,2,Тюльпаны,completed
100548,2024-02-14,1,Тюльпаны,completed
100549,2024-02-14,1,Сборные букеты,completed
100550,2024-02-14,1,Тюльпаны,completed
100551,2024-02-14,2,Сборные букеты,completed
100552,2024-02-14,1,Тюльпаны,completed
100553,2024-02-14,2,Розы,completed
100554,2024-02-14,1,Сборные букеты,completed
100555,2024-02-14,2,Хризантемы,completed
100556,2024-02-14,1,Хризантемы,completed
100557,2024-02-14,2,Розы,completed
100558,2024-02-15,1,Розы,completed
100559,2024-02-15,1,Розы,completed
100560,2024-02-15,1,Сборные букеты,completed
100561,2024-02-15,2,Тюльпаны,pending
100562,2024-02-15,1,Розы,completed
100563,2024-02-15,2,Хризантемы,pending
100564,2024-02-15,1,Розы,completed
100565,2024-02-15,2,Розы,completed
100566,2024-02-15,1,Тюльпаны,completed
100567,2024-02-15,2,Хризантемы,cancelled
100568,2024-02-15,1,Пионы,completed
100569,2024-02-15,1,Сборные букеты,completed
100570,2024-02-15,1,Хризантемы,completed
100571,2024-02-15,1,Сборные букеты,completed
100572,2024-02-16,1,Розы,completed
100573,2024-02-16,1,Тюльпаны,completed
100574,2024-02-16,1,Розы,completed
100575,2024-02-16,1,Сборные букеты,completed
100576,2024-02-16,2,Сборные букеты,completed
100577,2024-02-16,1,Композиции,completed
100578,2024-02-16,2,Тюльпаны,completed
100579,2024-02-16,1,Сборные букеты,pending
100580,2024-02-16,3,Пионы,completed
100581,2024-02-16,1,Розы,completed
100582,2024-02-16,2,Сборные букеты,completed
100583,2024-02-16,2,Тюльпаны,completed
100584,2024-02-17,1,Тюльпаны,completed
100585,2024-02-17,2,Хризантемы,completed
100586,2024-02-17,1,Сборные букеты,completed
100587,2024-02-17,1,Розы,completed
100588,2024-02-17,1,Композиции,completed
100589,2024-02-17,1,Сборные букеты,completed
100590,2024-02-17,1,Сборные букеты,completed
100591,2024-02-17,2,Тюльпаны,completed
100592,2024-02-17,2,Розы,cancelled
100593,2024-02-17,1,Сборные букеты,completed
100594,2024-02-17,1,Тюльпаны,completed
100595,2024-02-17,2,Розы,completed
100596,2024-02-17,1,Тюльпаны,completed
100597,2024-02-17,1,Сборные букеты,completed
100598,2024-02-17,1,Тюльпаны,completed
100599,2024-02-18,1,Сборные букеты,completed
100600,2024-02-18,1,Тюльпаны,completed
100601,2024-02-18,1,Пионы,completed
100602,2024-02-18,1,Хризантемы,pending
100603,2024-02-18,2,Розы,completed
100604,2024-02-18,1,Розы,completed
100605,2024-02-18,1,Сборные букеты,completed
100606,2024-02-18,1,Тюльпаны,completed
100607,2024-02-18,1,Тюльпаны,completed
100608,2024-02-18,1,Розы,completed
100609,2024-02-18,2,Композиции,completed
100610,2024-02-18,1,Тюльпаны,completed
100611,2024-02-18,1,Розы,completed
100612,2024-02-18,1,Тюльпаны,completed
100613,2024-02-19,1,Тюльпаны,completed
100614,2024-02-19,1,Сборные букеты,completed
100615,2024-02-19,2,Розы,completed
100616,2024-02-19,2,Тюльпаны,completed
100617,2024-02-19,2,Розы,cancelled
100618,2024-02-19,1,Тюльпаны,completed
100619,2024-02-19,1,Сборные букеты,completed
100620,2024-02-19,2,Сборные букеты,completed
100621,2024-02-19,1,Хризантемы,completed
100622,2024-02-20,1,Розы,cancelled
100623,2024-02-20,1,Сборные букеты,pending
100624,2024-02-20,1,Сборные букеты,pending
100625,2024-02-20,1,Розы,completed
100626,2024-02-20,2,Розы,completed
100627,2024-02-20,1,Пионы,completed
100628,2024-02-21,3,Хризантемы,completed
100629,2024-02-21,1,Композиции,completed
100630,2024-02-21,2,Розы,completed
100631,2024-02-21,1,Розы,completed
100632,2024-02-21,1,Пионы,completed
100633,2024-02-21,1,Хризантемы,completed
100634,2024-02-21,1,Розы,completed
100635,2024-02-21,1,Сборные букеты,completed
100636,2024-02-21,2,Розы,completed
100637,2024-02-21,1,Розы,completed
100638,2024-02-21,1,Розы,completed
100639,2024-02-21,2,Розы,completed
100640,2024-02-21,1,Хризантемы,completed
100641,2024-02-21,1,Хризантемы,completed
100642,2024-02-21,2,Тюльпаны,completed
100643,2024-02-21,2,Розы,completed
100644,2024-02-21,1,Розы,pending
100645,2024-02-21,1,Сборные букеты,completed
100646,2024-02-22,3,Тюльпаны,completed
100647,2024-02-22,1,Розы,completed
100648,2024-02-22,1,Композиции,completed
100649,2024-02-22,1,Розы,completed
100650,2024-02-22,2,Тюльпаны,completed
100651,2024-02-22,1,Розы,completed
100652,2024-02-22,1,Сборные букеты,completed
100653,2024-02-22,1,Сборные букеты,completed
100654,2024-02-22,1,Пионы,cancelled
100655,2024-02-22,1,Сборные букеты,completed
100656,2024-02-22,1,Сборные букеты,completed
100657,2024-02-22,1,Розы,completed
